stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
7088,7088, Ira Street at Devonshire Road (near 43),IraSt at Devonshire,-41.3216309,174.8200999,3,,0,,Pacific/Auckland
1843,1843, High Street Masterton (near 110),HighSt at 110,-40.96066617,175.6371344,14,,0,,Pacific/Auckland
5496,5496, Thorndon Quay at Davis Street,ThorndonQy at Davis,-41.27428288,174.7836823,1,,0,,Pacific/Auckland
1001,1001, Paraparaumu Station - Stop B,Paraparaumu Stn-B,-40.91662309,175.0066524,9,,0,,Pacific/Auckland
1726,1726, Otaki College - Mill Road,Otaki College,-40.75788989,175.1525505,13,,0,,Pacific/Auckland
2162,2162, Warspite Avenue at Castor Cres (near 50),WarspiteAve at 50,-41.13925298,174.8694972,6,,0,,Pacific/Auckland
8065,8065, Dowse Drive at Miromiro Road (near 192),DowseDr at Miromiro,-41.2008086,174.8838898,4,,0,,Pacific/Auckland
7238,7238, Darlington Road at Puriri Street (near 26),DarlingtonRd at 26,-41.31184318,174.8238893,3,,0,,Pacific/Auckland
1196,1196, Kapiti Coast District Council (Opposite),Kapiti Council,-40.91604863,175.0034289,9,,0,,Pacific/Auckland
7240,7240, Darlington Road at Camperdown Rd (near 104),DralingtonRd at 104,-41.30738983,174.8257139,3,,0,,Pacific/Auckland
8269,8269, Waiwhetu Road at Durham Crescent (near 344),WaiwhetuRd at Durham,-41.20789691,174.9344254,5,,0,,Pacific/Auckland
WELL,WELL, Wellington Station,Wellington Stn,-41.27896857,174.7805617,1,,0,,Pacific/Auckland
1556,1556, Tutere Street at Hemara Street,TutereSt at Hemara,-40.86109355,175.0245512,10,,0,,Pacific/Auckland
7163,7163, Houghton Bay - The Esplanade,TheEsplanade at 92,-41.34191307,174.7845709,3,,0,,Pacific/Auckland
7030,7030, Caledonia Street at Calabar Road (near 10),CaledoniaSt at Calabar,-41.3209751,174.8102845,3,,0,,Pacific/Auckland
9569,9569, Fergusson Drive at Merton St,FergussonDr at 521,-41.1323804,175.0408538,7,,0,,Pacific/Auckland
4312,4312, Tinakori Road at St Mary Street (near 360),TinakoriRd at StMarySt,-41.27929047,174.7685352,1,,0,,Pacific/Auckland
1610,1610, Reeves Street (near 7),ReevesSt at 7,-40.85317077,175.037237,10,,0,,Pacific/Auckland
5499,5499, Thorndon Quay at Wellington Station,ThorndonQy at Station,-41.27811791,174.7803242,1,,0,,Pacific/Auckland
2812,2812, Te Hiko Street (near 8),TeHikoSt-8,-41.12413496,174.8349999,5,,0,,Pacific/Auckland
7145,7145, Murchison Street at Domanski Cres (Opposite),Murchison at Domanski,-41.33544039,174.7603738,3,,0,,Pacific/Auckland
3927,3927, Raiha Street at Broken Hill Road,RaihiSt at BrokenHill,-41.14663873,174.8302651,5,,0,,Pacific/Auckland
6927,6927, Hornsey Road at Auckland Terrace (near 25),HornseyRd at Auckland,-41.32592897,174.7872412,3,,0,,Pacific/Auckland
1504,1504, Parata Street at Sylvan Avenue (near 54),Parata at Sylvan,-40.87176725,175.0677138,10,,0,,Pacific/Auckland
1806,1806, SH53 at Camp Road (hail and ride),SH53 at CampRd,-41.13462742,175.3526989,11,,0,,Pacific/Auckland
9964,9964, Wellington Road at Dublin Street (near 127),WellingtonRd at Dublin,-41.24683411,174.9435696,5,,0,,Pacific/Auckland
5454,5454, Bombay Street at Tarikaka Street,BombaySt at Tarikaka,-41.24952595,174.7811851,3,,0,,Pacific/Auckland
9984,9984, Fitzherbert Road at Gospel Chapel (near 24),FitzherbertRd at 24,-41.26018956,174.9474272,5,,0,,Pacific/Auckland
6041,6041, Dundas Street at Monro Street (near 55),DundasSt at Monro,-41.32312724,174.833643,3,,0,,Pacific/Auckland
9954,9954, Mohaka Street (near 17),MohakaSt at 17,-41.24998378,174.9330411,5,,0,,Pacific/Auckland
6140,6140, Frobisher Street (near 35),FrobisherSt at 35,-41.34179991,174.7626964,3,,0,,Pacific/Auckland
8283,8283, Rata Street at Rimu Street (near 117),RataSt at Rimu,-41.20050293,174.9615174,5,,0,,Pacific/Auckland
2754,2754, James Cook Drive at Discovery Drive (Park),JamesCook at Discovery,-41.11620506,174.9018349,6,,0,,Pacific/Auckland
9215,9215, Major Drive at Waipounamu Drive (near 150),MajorDrv at Waipounamu,-41.17836175,174.9339135,5,,0,,Pacific/Auckland
8462,8462, Silverstream Station - Fergusson Dr,SilverstreamStation,-41.14685583,175.0116322,6,,0,,Pacific/Auckland
5944,5944, Moana Road at Disley Street (near 67),MoanaRd at Disley,-41.29055673,174.7563002,2,,0,,Pacific/Auckland
5331,5331, Karori Park Pavilion - Karori Road (Opposite),Karori Pk Pavilion,-41.28718564,174.7251662,3,,0,,Pacific/Auckland
8349,8349, Park Road at Redvers Drive (near 66),ParkRd at Redvers,-41.19075493,174.9199695,5,,0,,Pacific/Auckland
6270,6270, Awa Road at Seatoun Heights Rd,Worser Bay School,-41.31224788,174.8267676,3,,0,,Pacific/Auckland
4450,4450, Ottawa Road at Colway Street (near 54),OttawaRd at Colway,-41.24839194,174.7746236,3,,0,,Pacific/Auckland
3018,3018, Branscombe Street at Ironside Road,Branscombe at Ironside,-41.21746273,174.8000307,3,,0,,Pacific/Auckland
1374,1374, Alexander Road at Karaka Grove (near 16),AlexanderRd at Karaka,-40.91686807,174.9820797,9,,0,,Pacific/Auckland
8418,8418, Pempsey Street at Heretaunga Sq (near 32),Pempsey at 32,-41.14608181,175.0198304,6,,0,,Pacific/Auckland
1112,1112, Mazengarb Road at Realm Drive,Mazengarb at Realm,-40.89644504,175.010467,9,,0,,Pacific/Auckland
5305,5305, Gipps Street at Shirley Street (near 3),GippsSt at Shirley,-41.28755081,174.7466662,3,,0,,Pacific/Auckland
9838,9838, Point Howard,Point Howard,-41.25296407,174.9055585,5,,0,,Pacific/Auckland
3804,3804, Haumia Street at Fraser Avenue,HaumiaSt at Fraser,-41.2313583,174.80423,3,,0,,Pacific/Auckland
6541,6541, Evans Bay Parade near Little Karaka Bay,Evans Bay Pde near Little Karaka Bay,-41.28991939,174.803335,2,,0,,Pacific/Auckland
2836,2836, Dimock Street (near 141),Dimock at 141,-41.09915275,174.8425332,6,,0,,Pacific/Auckland
1306,1306, Raumati Road at Matai Road (near 68),RaumatiRd at Matai,-40.92133895,174.9892197,9,,0,,Pacific/Auckland
9146,9146, Wainui Rd at Our Lady Of The Rosary (near 11),WainuiRd at 11,-41.2251551,174.9150107,4,,0,,Pacific/Auckland
2310,2310, Champion Street at Gloucester St (near 179),ChampionSt at 179,-41.13898936,174.8635324,5,,0,,Pacific/Auckland
1362,1362, Wharemauku Road (near 54),WharemaukuRd at 54,-40.90432504,174.9781433,9,,0,,Pacific/Auckland
3244,3244, Chorley Grove at Hawtrey Terrace,ChorleyGr at Hawtree,-41.21453712,174.8085389,3,,0,,Pacific/Auckland
6269,6269, Nevay Road (near 18),NevayRd at 18,-41.31060266,174.8282746,3,,0,,Pacific/Auckland
2738,2738, Whitby - Navigation Drive,Whitby-NavigationDr,-41.1107356,174.9112045,6,,0,,Pacific/Auckland
4425,4425, Mandalay Terrace (near 24),MandalayTce at 24,-41.24750614,174.8026454,3,,0,,Pacific/Auckland
4125,4125, Wadestown Road at Lytton Street (near 158),WadestownRd at Lytton,-41.2615297,174.7696077,2,,0,,Pacific/Auckland
3825,3825, Burma Road near Haumia Street (Raroa Intermediate),Burma Rd near Haumia St,-41.2297734,174.799941,3,,0,,Pacific/Auckland
7066,7066, Karaka Bay Road (Opposite 275),Karaka Bay at 275,-41.31039222,174.8301801,3,,0,,Pacific/Auckland
3502,3502, Helston Road (near 83),HelstonRd at 83,-41.21878747,174.8131891,3,,0,,Pacific/Auckland
1328,1328, Teoti Street at Tahi Street (near 40),TeotiSt at Tahi,-40.90276602,174.9797589,9,,0,,Pacific/Auckland
7098,7098, Kekerenga Street at Ahuriri Street (near 2),KekerengaSt at Ahuriri,-41.33619019,174.8164421,3,,0,,Pacific/Auckland
6141,6141, Frobisher Street (near 53),FrobisherSt at 53,-41.34052845,174.7633791,3,,0,,Pacific/Auckland
2524,2524, Oak Avenue (near 14),OakAve at 14,-41.10416357,174.8781471,6,,0,,Pacific/Auckland
6043,6043, Inglis Street at Burnham Street (near 91),InglisSt at Burnham,-41.32604247,174.831574,3,,0,,Pacific/Auckland
7028,7028, Rongotai Road at Salek Street (near 168),RongotaiRd at Salek,-41.31915122,174.8010692,3,,0,,Pacific/Auckland
8529,8529, Miro Street (near 85),MiroSt at 85,-41.13387397,175.0480482,7,,0,,Pacific/Auckland
2830,2830, Downes Street at Dimock Street (near 4),DownesSt at Dimock,-41.10587838,174.8444946,6,,0,,Pacific/Auckland
9069,9069, Pokohiwi Road (near 29),PokohiwiRd at 29,-41.20334136,174.888733,4,,0,,Pacific/Auckland
6290,6290, Tannadyce Street (near 86),TannadyceSt at 86,-41.32774676,174.8263261,3,,0,,Pacific/Auckland
5117,5117, Grosvenor Terrace at Orchard Street,Grosvenor at Orchard,-41.26695547,174.7799014,2,,0,,Pacific/Auckland
4916,4916, Upland Road at Glasgow Street (near 38),UplandRd at Glasgow,-41.28743944,174.7657699,2,,0,,Pacific/Auckland
1720,1720, Freemans Road at Rahui Road,FreemansRd at RahuiRd,-40.76552135,175.1683167,13,,0,,Pacific/Auckland
3034,3034, Truscott Avenue at Fairburn Grove,TruscottAv at Fairburn,-41.2264012,174.7959067,3,,0,,Pacific/Auckland
4392,4392, Verviers Street at Kano Street (near 37),VerviersSt at kano,-41.28997496,174.7412375,3,,0,,Pacific/Auckland
1332,1332, Kapiti Coast Airport (near 30 Toru Road),Airport at ToruRoad,-40.89929798,174.9823859,9,,0,,Pacific/Auckland
1104,1104, Arawhata Road at Greenwood Place (near 7),ArawhataRd at 7,-40.90976519,175.0021706,9,,0,,Pacific/Auckland
9178,9178, Bell Road at Gracefield School (near 18),BellRd at 18,-41.23200321,174.9148526,4,,0,,Pacific/Auckland
5447,5447, Kenya Street (near 52),KenyaSt at 52,-41.25447575,174.7714463,3,,0,,Pacific/Auckland
1502,1502, Parata Street at Our Lady of Fatima (Opposite),ParataSt at 28,-40.87350325,175.0663439,10,,0,,Pacific/Auckland
4932,4932, Mairangi Road at Warwick Street (near 135),MairangiRd at 135,-41.26744064,174.7659471,2,,0,,Pacific/Auckland
8997,8997, Roberts Street at Grey Street,RobertsSt at GreySt,-41.21878454,175.4504263,13,,0,,Pacific/Auckland
9909,9909, Main Road at Stanley Street (near 93),MainRd at Stanley,-41.26910117,174.9530643,5,,0,,Pacific/Auckland
7123,7123, Luxford Street at Rintoul Street (near 2),LuxfordSt at Rintoul,-41.31986465,174.7775174,2,,0,,Pacific/Auckland
4506,4506, Reading and North Street,Reading-NorthSt,-41.07590833,175.4685577,12,,0,,Pacific/Auckland
3510,3510, Helston Road near 201,HelstonRd-201,-41.21763562,174.8176902,3,,0,,Pacific/Auckland
2800,2800, Prosser Street (opposite 22),Elsdon - ProsserSt at 22,-41.13372029,174.832646,5,,0,,Pacific/Auckland
6327,6327, Onepu Road at Coutts Street,OnepuRd at Coutts,-41.31993183,174.7957251,3,,0,,Pacific/Auckland
9130,9130, Lower Hutt - Queensgate,Lower Hutt-C,-41.21037055,174.904918,4,,0,,Pacific/Auckland
7039,7039, Ferry Street at Ludlam Street (near 49),FerrySt at Ludlam,-41.32266118,174.8289702,3,,0,,Pacific/Auckland
1576,1576, Ngarara Road at Horopito (near 4),NgararaRd at Horopito,-40.87826721,175.0517764,10,,0,,Pacific/Auckland
9001,9001, Petone Station- Stop A,Petone Stn-A,-41.2223046,174.8692367,4,,0,,Pacific/Auckland
2775,2775, Aotea Drive (near 27),AoteaDr at 27,-41.12515806,174.8660172,6,,0,,Pacific/Auckland
1942,1942, High Street Masterton (near 125),HighSt at 125,-40.96145668,175.6340767,14,,0,,Pacific/Auckland
3838,3838, Bannister Avenue (Hail and Ride),Bannister Avenue,-41.22912748,174.7971293,3,,0,,Pacific/Auckland
6926,6926, Sutherland Road at Rodrigo Road,Sutherland at Rodrigo,-41.32256804,174.7890611,2/3,,0,,Pacific/Auckland
1968,1968, Vivian Street (near 18),VivianSt at 18,-40.96324591,175.6385442,14,,0,,Pacific/Auckland
4433,4433, Onslow Arms - Onslow Road,OnslowArms-OnslowRd,-41.25311065,174.8013673,3,,0,,Pacific/Auckland
7140,7140, Frobisher Street (near 24),FrobisherSt at 24,-41.34216005,174.7627061,3,,0,,Pacific/Auckland
8249,8249, High Street at Burcham Street (near 1112),HighSt at Burcham,-41.18656216,174.9550203,5,,0,,Pacific/Auckland
8281,8281, Rata Street (near 241),RataSt at 241,-41.20264576,174.9679022,5,,0,,Pacific/Auckland
6237,6237, Rotherham Terrace at Darlington Road (near 81),RotherhamTce at 81,-41.31270032,174.822935,3,,0,,Pacific/Auckland
6570,6570, Alexandra Road (near 25),AlexandraRd at 25,-41.29631882,174.7973009,2,,0,,Pacific/Auckland
2878,2878, Kotuku Street (near 16),KotokuSt at 16,-41.13258134,174.8291534,5,,0,,Pacific/Auckland
6026,6026, Kilbirnie Shops - Stop D,Kilbirnie Shops-D,-41.31779086,174.7948019,2/3,,0,,Pacific/Auckland
8202,8202, Oxford Terrace at Mitchell Street,OxfordTce at Mitchell,-41.20669056,174.9311696,5,,0,,Pacific/Auckland
2568,2568, Postgate School - Postgate Drive,Postgate School,-41.11203005,174.8818252,6,,0,,Pacific/Auckland
9313,9313, Logie Street (near 89),LogieSt at 89,-41.17280045,174.9749953,6,,0,,Pacific/Auckland
1221,1221, Aero Club - Kapiti Road,AeroClub-KapitiRd,-40.902003,174.9926764,9,,0,,Pacific/Auckland
8737,8737, Seaview Marina - Seaview Road,Seaview Marina,-41.24959152,174.9079668,4,,0,,Pacific/Auckland
9688,9688, Mangaroa Hill Road (near SH2),Mangaroa Hill Road,-41.11267035,175.0951464,7,,0,,Pacific/Auckland
7774,7774, Kowhai Park - Mitchell Street,Kowhai Park,-41.31547459,174.7584027,2,,0,,Pacific/Auckland
8963,8963, Wellington Road at Dover Road (near 100),WellingtonRd at Dover,-41.24950669,174.9453197,5,,0,,Pacific/Auckland
2546,2546, Ayton Drive (near 69),AytonDr at 69,-41.11001473,174.8948679,6,,0,,Pacific/Auckland
2556,2556, Spinnaker Drive at Leeward Drive (near 26),SpinnakerRd at Leeward,-41.1061511,174.8888024,6,,0,,Pacific/Auckland
6345,6345, Tirangi Road near Kingsford Smith Street,Tirangi Rd nr Kingsford,-41.324736,174.803042,3,,0,,Pacific/Auckland
6121,6121, Wakefield Hospital - Rintoul Street (near 99),Wakefield Hospital,-41.31706437,174.7780387,2,,0,,Pacific/Auckland
9556,9556, McLeod Street at Robertson Street (near 34),McLeodSt at 34,-41.11706984,175.0609843,7,,0,,Pacific/Auckland
JOHN,JOHN, Johnsonville Station,Johnsonville Stn,-41.22334496,174.8047433,3,,0,,Pacific/Auckland
8005,8005, Jackson Street at Beach Street,JacksonSt-BeachSt,-41.22583014,174.8800373,4,,0,,Pacific/Auckland
5116,5116, Grant Road at Newman Terrace (near 32),GrantRd at Newman,-41.26895837,174.7785233,1/2,,0,,Pacific/Auckland
8322,8322, Hawthorn Crescent at Glen Road (near 28),HawthornCres at 28,-41.17163776,174.985944,6,,0,,Pacific/Auckland
2580,2580, Kahu Road (near 68),KahuRd at 68,-41.1079092,174.8749194,6,,0,,Pacific/Auckland
5119,5119, Lennel Road at Lower Watt Street,LennelRd at LowerWatt,-41.264519,174.7801934,2,,0,,Pacific/Auckland
8985,8985, Wainuiomata Shopping Centre (Fitzherbert Rd),Wainuiomata Shops,-41.26154601,174.9471094,5,,0,,Pacific/Auckland
9690,9690, Fergusson Drive at Radiata Grove (near 1291),FergussonDr at 1291,-41.10703492,175.0979443,7,,0,,Pacific/Auckland
6930,6930, Hornsey Road (Opposite 50),HornseyRd at 50,-41.33018094,174.786043,3,,0,,Pacific/Auckland
7773,7773, Mitchell Street (near 212),MitchellSt at 212,-41.31423599,174.7569358,2,,0,,Pacific/Auckland
1220,1220, Kapiti Road at Cedar Drive (Airfield side),KapitiRd at CedarDr,-40.89927151,174.9891517,9,,0,,Pacific/Auckland
9570,9570, Trentham School - Fergusson Drive,Trentham School,-41.12986104,175.045779,7,,0,,Pacific/Auckland
7032,7032, Hobart Street at Kedah Street (near 31),HobartSt at Kedah,-41.32355219,174.8125065,3,,0,,Pacific/Auckland
RARO,RARO, Raroa Station,Raroa Stn,-41.23225739,174.8017479,3,,0,,Pacific/Auckland
2912,2912, Titahi Bay Library - Tireti Road,Titahi Bay Library,-41.10830816,174.8361099,6,,0,,Pacific/Auckland
1566,1566, Te Moana Road at Greenaway Road,TeMoanaRd at Greenaway,-40.87240615,175.036881,10,,0,,Pacific/Auckland
6082,6082, Devonshire Road (near 43),Devonshire,-41.32132362,174.816746,3,,0,,Pacific/Auckland
7149,7149, Owhiro Bay School (Opposite),Owhiro Bay School,-41.33851252,174.7597395,3,,0,,Pacific/Auckland
4350,4350, Montgomery Ave at Caldwell St (Opposite 75),Montgomery at Caldwell,-41.27936129,174.7282986,3,,0,,Pacific/Auckland
6266,6266, Nevay Road at Totara Road (near 122),NevayRd at Totara,-41.30373333,174.8293003,3,,0,,Pacific/Auckland
2332,2332, Hampshire Street at Bedford Street,HampshireSt at Bedford,-41.14377775,174.8638916,5,,0,,Pacific/Auckland
7129,7129, The Parade at Dee Street,TheParade at Dee,-41.32902251,174.7739488,3,,0,,Pacific/Auckland
2168,2168, Windley School - Mungavin Avenue,Windley School,-41.14039569,174.860117,5,,0,,Pacific/Auckland
9249,9249, High Street at Burcham Street (near 1105),HighSt at Burcham,-41.18638211,174.955015,5,,0,,Pacific/Auckland
7529,7529, Hataitai Road at Te Anau Road (near 10),HataitaiRd at TeAnau,-41.29715756,174.8012652,2,,0,,Pacific/Auckland
8019,8019, Jessie Street at Jackson Street,JessieSt at Jackson,-41.2291682,174.8901921,4,,0,,Pacific/Auckland
6133,6133, The Parade (near 225),The Parade 225,-41.33764136,174.7725466,3,,0,,Pacific/Auckland
1777,1777, Lansdowne Park Lifestyle Village,LansdowneLifestyle,-40.93165181,175.6767153,14,,0,,Pacific/Auckland
9955,9955, Mohaka Street (near 29),MohakaSt at 29,-41.24754303,174.9335658,5,,0,,Pacific/Auckland
9410,9410, Sunbrae Dr at Blue Mountains Rd (near 3),SunbraeDr at 3,-41.15257575,175.0141905,6,,0,,Pacific/Auckland
PORI1,PORI1, Porirua Station - Platform 1,Porirua Stn 1,-41.13757469,174.8434782,5,,0,PORI,
1193,1193, Tutanekai Street at Parakai Street (Opposite),TutanekaiSt at Parakai,-40.90838918,175.0087779,9,,0,,Pacific/Auckland
3470,3470, Bracken Road at Oswald Crescent (near 20),BrackenRd at Oswald,-41.22213869,174.8234219,3,,0,,Pacific/Auckland
9966,9966, Wellington Road at Norfolk Street (near 203),WellingtonRd at 203,-41.2424947,174.944515,5,,0,,Pacific/Auckland
1890,1890, Panama Village - Ngaumutawa Road,Panama Village,-40.94475228,175.6398268,14,,0,,Pacific/Auckland
6281,6281, Wilberforce Street at Madison Place,Wilberforce at Madison,-41.32249719,174.8222747,3,,0,,Pacific/Auckland
6251,6251, Maupuia Road at Miramar Ave (from city),MaupuiaRd at MiramarAv,-41.31481953,174.8127047,3,,0,,Pacific/Auckland
8000,8000, Lochy Street near Nevis Street,Lochy St near Nevis St,-41.22422428,174.8675019,4,,0,,Pacific/Auckland
1939,1939, Taratahi - SH2 at East Taratahi Rd,SH2 at EastTaratahiRd,-40.98158186,175.5846028,13,,0,,Pacific/Auckland
5401,5401, Kaiwharawhara Road at Hutt Road (near 7),KaiwharawharaRd at 7,-41.25969845,174.7890149,2,,0,,Pacific/Auckland
6924,6924, Wellington Zoo - Daniell Street,Wellington Zoo,-41.31913091,174.7841881,2,,0,,Pacific/Auckland
5312,5312, Tinakori Road at St Mary Street,TinakoriRd at StMarySt,-41.27928496,174.7688933,1,,0,,Pacific/Auckland
4432,4432, Onslow Road (near 47),OnslowRd at 47,-41.25055234,174.8036839,3,,0,,Pacific/Auckland
8968,8968, Wellington Road at Arakura Park (near 242),WellingtonRd at 242,-41.23778308,174.9461651,5,,0,,Pacific/Auckland
6553,6553, St Patricks College - Evans Bay Parade,StPats-EvansBayPde,-41.31370097,174.7955933,2,,0,,Pacific/Auckland
2824,2824, Gloaming Hill Road (near 83),GloamingHillRd at 83,-41.10903316,174.8502813,6,,0,,Pacific/Auckland
1316,1316, Alexander Road at Ngaio Road (near 75),AlexanderRd at Ngaio,-40.91271242,174.9827867,9,,0,,Pacific/Auckland
1532,1532, Te Moana Road (near 164),TeMoanaRd at 164,-40.86999426,175.0357391,10,,0,,Pacific/Auckland
1776,1776, Main Road - New World (Opposite),MainRd-New World,-40.76381369,175.1536895,13,,0,,Pacific/Auckland
3826,3826, Kanpur Road at Nalanda Crescent (near 111),Kanpur at Nalanda,-41.23397183,174.7926086,3,,0,,Pacific/Auckland
7122,7122, Rintoul Street at Waripori Street (near 188),RintoulSt at Waripori,-41.3185086,174.777839,2,,0,,Pacific/Auckland
7924,7924, Wellington Zoo - Manchester Street,Wellington Zoo,-41.31922279,174.7840711,2,,0,,Pacific/Auckland
9115,9115, Lower Hutt - Queensgate,Lower Hutt-A,-41.2091982,174.9050033,4,,0,,Pacific/Auckland
8979,8979, Wise Street at Russell Road (near 89),WiseSt at Russell,-41.24779739,174.95052,5,,0,,Pacific/Auckland
1062,1062, Ruapehu Street at Redwood Close (Opposite),RuapehuSt at 51,-40.91926604,175.0100573,9,,0,,Pacific/Auckland
8843,8843, Marine Drive near Sunshine Bay,Marine Dr near Sunshine Bay,-41.27567886,174.9045477,6,,0,,Pacific/Auckland
6534,6534, Waipapa Road (near 101),WaipapaRd at 101,-41.30352708,174.7971405,2,,0,,Pacific/Auckland
9696,9696, Gillespies Road (near 7),GillespiesRd at 7,-41.0888953,175.0998671,7,,0,,Pacific/Auckland
1468,1468, The Esplanade at Kainui Road (near 23),TheEsplanade at Kainui,-40.93861781,174.9744151,9,,0,,Pacific/Auckland
1880,1880, Wairarapa College - Renall Street (near 51),Wairarapa College,-40.95068338,175.6521806,14,,0,,Pacific/Auckland
3506,3506, Helston Road at Beazley Avenue,HelstonRd at Beazley,-41.21659284,174.8152756,3,,0,,Pacific/Auckland
5012,5012, Lambton Central (near 222),Lambton Central (near 222),-41.28260336,174.7756698,1,,0,,Pacific/Auckland
6910,6910, Taranaki Street at Courtenay Place,Taranaki at Courtenay,-41.29300496,174.7786987,1,,0,,Pacific/Auckland
4415,4415, Calcutta Street (near 39),CalcuttaSt at 39,-41.25115445,174.788185,3,,0,,Pacific/Auckland
6120,6120, Rintoul Street at Stoke Street (near 61),RintoulSt at Stoke,-41.31489986,174.7782188,2,,0,,Pacific/Auckland
5408,5408, Perth Street at Crofton Road,PerthSt at Crofton,-41.25468888,174.7751521,3,,0,,Pacific/Auckland
1102,1102, Kapiti Road at Ngahina Street (near 39),KapitiRd at Ngahina,-40.91306325,175.0041699,9,,0,,Pacific/Auckland
5022,5022, Thorndon Quay (opposite Bordeaux Bakery),ThorndonQy at 191,-41.27160957,174.7818187,1,,0,,Pacific/Auckland
6915,6915, Wallace Street at Howard Street,WallaceSt at Howard,-41.30459018,174.7750718,2,,0,,Pacific/Auckland
1170,1170, Manly Street (near 299),ManlySt at 299,-40.88059169,175.0015283,9,,0,,Pacific/Auckland
6768,6768, Karepa Street (near 175),KarepaSt at 175,-41.30602639,174.7577904,2,,0,,Pacific/Auckland
4307,4307, Donald Street at Firth Terrace (near 53),DonaldSt at Firth,-41.28714589,174.74367,3,,0,,Pacific/Auckland
8984,8984, Fitzherbert Road at Police Station,Fitzherbert at Police,-41.26001153,174.9473026,5,,0,,Pacific/Auckland
9546,9546, Upper Hutt College - Hikurangi Street,Upper Hutt College,-41.1281704,175.039532,7,,0,,Pacific/Auckland
1334,1334, Ocean Road at Bluegum Road (near 34),OceanRd at Bluegum,-40.89669119,174.9820706,9,,0,,Pacific/Auckland
3546,3546, Newlands Road at Black Rock Road,NewlandsRd at 118,-41.22906421,174.8183648,3,,0,,Pacific/Auckland
7133,7133, The Parade (near 206),The Parade 206,-41.33684747,174.7727667,3,,0,,Pacific/Auckland
6131,6131, The Parade (near 103),TheParade 103,-41.33301074,174.7736468,3,,0,,Pacific/Auckland
7418,7418, Adelaide Road at Stoke Street (near 340),AdelaideRd at Stoke,-41.31421831,174.7756915,2,,0,,Pacific/Auckland
1865,1865, Gordon Street at Roberts Road,GordonSt at Roberts,-40.94480666,175.6842552,14,,0,,Pacific/Auckland
6233,6233, Miramar Shops - Park Road (old shelter),Miramar Shops,-41.31619368,174.816484,3,,0,,Pacific/Auckland
6096,6096, Tukanae Street at Ahuriri Street (near 2),TukanaeSt at Ahuriri,-41.33415853,174.8196122,3,,0,,Pacific/Auckland
8159,8159, Hutt Valley High School - Woburn Road (opposit,Hutt Valley High,-41.21572565,174.9024492,4,,0,,Pacific/Auckland
3616,3616, Helston Road at Warren Street (near 168),HelstonRd at Warren,-41.21675786,174.8162345,3,,0,,Pacific/Auckland
6920,6920, Riddiford Street (near 233),RiddifordSt at 233,-41.31576512,174.7805122,2,,0,,Pacific/Auckland
7332,7332, Lyall Parade at Onepu Road,LyallPde at Onepu,-41.32922938,174.7950985,3,,0,,Pacific/Auckland
9463,9463, St Joseph's Home of Compassion,St Josephs Home,-41.14507039,175.0158672,6,,0,,Pacific/Auckland
1892,1892, Waterhouse Street at Stout Street,WaterhouseSt at Stout,-40.94064004,175.6384752,14,,0,,Pacific/Auckland
3030,3030, Cortina Avenue (near 20),CortinaAv at 20,-41.22236186,174.7977791,3,,0,,Pacific/Auckland
8690,8690, Fergusson Drive at Vista Crescent (near 1324),FergussonDr at 1324,-41.10558593,175.0983745,7,,0,,Pacific/Auckland
9283,9283, Rata Street at Rimu Street (near 116),RataSt at Rimu,-41.20050699,174.961279,5,,0,,Pacific/Auckland
4352,4352, Karori West - Montgomery Avenue,Karori West,-41.2779207,174.7282606,3,,0,,Pacific/Auckland
7714,7714, Renouf Tennis Centre,Renouf Tennis Ctr,-41.30107522,174.7693627,1,,0,,Pacific/Auckland
PORI2,PORI2, Porirua Station - Platform 2,Porirua Stn 2,-41.13757035,174.8432737,5,,0,PORI,
2761,2761, Whitby Village (Opposite),Whitby Village,-41.117411,174.8942469,6,,0,,Pacific/Auckland
3976,3976, Middleton Road at Churton Drive (near 122),Middleton at ChurtonDr,-41.21395193,174.8113855,3,,0,,Pacific/Auckland
7247,7247, Miramar North - Park Road (near 107),ParkRd at 107,-41.31118343,174.8200482,3,,0,,Pacific/Auckland
7949,7949, Buckley Road (near 44),BuckleyRd at 44,-41.33274449,174.7833646,3,,0,,Pacific/Auckland
2178,2178, Mungavin Park - Mungavin Avenue (Opposite),Mungavin Park,-41.13937302,174.8509138,5,,0,,Pacific/Auckland
7759,7759, Farnham Street (near 100),FarnhamSt at 100,-41.31815595,174.7656432,2,,0,,Pacific/Auckland
6236,6236, Park Road at Rotherham Terrace (near 91),ParkRd at Rotherham,-41.31186606,174.8196674,3,,0,,Pacific/Auckland
4914,4914, The Terrace at Salamanca Road (near 230),TheTerrace at 230,-41.28796876,174.7723522,1,,0,,Pacific/Auckland
RENA,RENA, Renall Street Station,Renall Street Stn,-40.94765033,175.6384081,14,,0,,Pacific/Auckland
3704,3704, Woodridge Drive at Glenwood Grove (near 19),WoodridgeDr at 19,-41.21975914,174.8314677,3,,0,,Pacific/Auckland
6564,6564, Hawker Street at Moeller Street,HawkerSt at Moeller,-41.29200767,174.7907335,1,,0,,Pacific/Auckland
9625,9625, Plateau Road (near 165),PlateauRd at 165,-41.09640574,175.1420177,8,,0,,Pacific/Auckland
